,ID,BookTitle,Price,Rate,Category
827,895,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",44.48,5,History
828,896,A Short History of Nearly Everything,52.4,5,History
829,897,The Rise and Fall of the Third Reich: A History of Nazi Germany,39.67,2,History
830,898,Catherine the Great: Portrait of a Woman,58.55,4,History
831,899,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,42.91,5,History
832,900,The Hiding Place,55.91,4,History
833,902,The Guns of August,14.54,3,History
834,903,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.7,2,History
835,904,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",30.52,3,Food and Drink
836,906,My Paris Kitchen: Recipes and Stories,33.37,2,Food and Drink
837,907,"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",14.02,3,Food and Drink
838,908,"Layered: Baking, Building, and Styling Spectacular Cakes",40.11,1,Food and Drink
839,909,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,37.34,5,Food and Drink
840,910,The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,37.6,2,Food and Drink
841,911,The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,41.25,1,Food and Drink
842,912,"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",42.16,3,Food and Drink
843,913,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,28.77,3,Food and Drink
844,914,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",19.55,3,Food and Drink
845,915,Barefoot Contessa Back to Basics,28.01,1,Food and Drink
846,916,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,50.62,5,Food and Drink
847,917,My Kitchen Year: 136 Recipes That Saved My Life,11.53,3,Food and Drink
848,918,Everyday Italian: 125 Simple and Delicious Recipes,20.1,5,Food and Drink
849,919,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",38.77,1,Food and Drink
850,920,Cravings: Recipes for What You Want to Eat,20.5,3,Food and Drink
851,921,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",12.34,3,Food and Drink
852,923,"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",11.38,3,Food and Drink
853,924,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),46.01,4,Food and Drink
854,925,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,28.25,2,Food and Drink
855,926,The Barefoot Contessa Cookbook,59.92,5,Food and Drink
856,927,Better Homes and Gardens New Cook Book,39.61,3,Food and Drink
857,928,The Power Greens Cookbook: 140 Delicious Superfood Recipes,11.05,3,Food and Drink
858,929,Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,24.91,5,Food and Drink
859,930,Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,13.66,3,Food and Drink
860,931,The Smitten Kitchen Cookbook,23.59,1,Food and Drink
861,932,"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",34.32,3,Food and Drink
862,933,Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,33.14,3,Food and Drink
863,934,Redeeming Love,20.47,5,Christian Fiction
864,935,Close to You,49.46,4,Christian Fiction
865,936,Shadows of the Past (Logan Point #1),39.67,5,Christian Fiction
866,937,Like Never Before (Walker Family #2),28.77,2,Christian Fiction
867,938,Counted With the Stars (Out from Egypt #1),17.97,3,Christian Fiction
868,939,If I Run (If I Run #1),49.97,4,Christian Fiction
869,940,The Dirty Little Secrets of Getting Your Dream Job,33.34,4,Business
870,941,The Third Wave: An Entrepreneurâs Vision of the Future,12.61,3,Business
871,942,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,27.55,3,Business
872,943,Shoe Dog: A Memoir by the Creator of NIKE,23.99,2,Business
873,944,Made to Stick: Why Some Ideas Survive and Others Die,38.85,5,Business
874,945,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,43.14,1,Business
875,946,The Art of Startup Fundraising,21.0,3,Business
876,947,Born for This: How to Find the Work You Were Meant to Do,21.59,5,Business
877,948,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,36.91,1,Business
878,950,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,33.92,3,Business
879,951,Rework,44.88,2,Business
880,952,Louisa: The Extraordinary Life of Mrs. Adams,16.85,3,Biography
881,953,"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",21.15,2,Biography
882,954,The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,39.55,1,Biography
883,955,Benjamin Franklin: An American Life,48.19,3,Biography
884,956,The Rise of Theodore Roosevelt (Theodore Roosevelt #1),42.57,3,Biography
885,957,In Her Wake,12.84,3,Thriller
886,958,The Elephant Tree,23.82,5,Thriller
887,959,Behind Closed Doors,52.22,4,Thriller
888,960,You (You #1),43.61,5,Thriller
889,961,The Guilty (Will Robie #4),13.82,3,Thriller
890,962,The 14th Colony (Cotton Malone #11),39.24,1,Thriller
891,963,Give It Back,18.32,3,Thriller
892,964,Killing Floor (Jack Reacher #1),31.49,4,Thriller
893,965,The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),59.71,3,Thriller
894,966,Far From True (Promise Falls Trilogy #2),34.93,2,Thriller
895,967,The Travelers,15.77,3,Thriller
896,968,When We Collided,31.77,1,Contemporary
897,969,Someone Like You (The Harrisons #2),52.79,5,Contemporary
898,970,We Are All Completely Beside Ourselves,24.04,1,Contemporary
899,971,The Four Agreements: A Practical Guide to Personal Freedom,17.66,3,Spirituality
900,972,The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,32.24,5,Spirituality
901,973,Chasing Heaven: What Dying Taught Me About Living,37.8,2,Spirituality
902,974,If I Gave You God's Phone Number....: Searching for Spirituality in America,20.91,1,Spirituality
903,975,Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,46.33,2,Spirituality
904,976,A New Earth: Awakening to Your Life's Purpose,55.65,5,Spirituality
905,977,Logan Kade (Fallen Crest High #5.5),13.12,3,Academic
906,978,Online Marketing for Busy Authors: A Step-By-Step Guide,46.35,1,Self Help
907,979,How to Be Miserable: 40 Strategies You Already Use,46.03,1,Self Help
908,980,"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",52.15,3,Self Help
909,981,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,12.08,3,Self Help
910,982,How to Stop Worrying and Start Living,46.49,5,Self Help
911,983,All the Light We Cannot See,29.87,5,Historical
912,984,The Girl You Left Behind (The Girl You Left Behind #1),15.79,3,Historical
913,985,(Un)Qualified: How God Uses Broken People to Do Big Things,54.0,5,Christian
914,986,Crazy Love: Overwhelmed by a Relentless God,47.72,2,Christian
915,987,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,25.77,1,Christian
916,988,Silence in the Dark (Logan Point #4),58.33,3,Suspense
917,989,The Grownup,35.88,1,Short Stories
918,990,Suzie Snowflake: One beautiful flake (a self-esteem story),54.81,5,Novels
919,991,"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",49.05,3,Health
920,993,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,49.71,5,Health
921,994,The Art and Science of Low Carbohydrate Living,52.98,5,Health
922,996,Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,52.65,4,Politics
923,998,Amid the Chaos,36.58,1,Cultural
924,999,Dark Notes,19.19,3,Erotica
925,1000,The Long Shadow of Small Ghosts: Murder and Memory in an American City,10.97,3,Crime
926,1001,Newbook1,10.0,3,Newcategory
927,1002,Newbook2,20.0,2,Newcategory
928,1003,Newbook3,30.0,3,Newcategory
929,1004,Newbook4,40.0,4,Newcategory
930,1005,Newbook5,50.0,5,Newcategory
